,est_diameter_min,relative_velocity,absolute_magnitude,hazardous
24781,0.0732073989,27757.7077220779,22.8,0
24782,0.0160160338,57986.1113620021,26.1,0
24783,0.0101054342,65944.4174413067,27.1,0
24784,0.0076305348,22308.5326753616,27.71,0
24785,1.1080388213,91603.0860415787,16.9,0
24786,1.1602590821,104987.065916957,16.8,0
24787,0.1108038821,56556.106393865,21.9,1
24788,0.1332155667,86553.6837273392,21.5,0
24789,0.04411182,22401.8639519599,23.9,0
24790,0.0483676488,77603.4865814018,23.7,0
24791,0.0080270317,55960.3226059772,27.6,0
24792,0.018304378,65539.6127553182,25.81,0
24793,0.0143401923,33242.0832473256,26.34,0
24794,0.7630534787,62640.7278942064,17.71,1
24795,0.6832111991,116272.8446483855,17.95,0
24796,0.1272198785,54970.0587591937,21.6,1
24797,0.0192555078,40100.5377832615,25.7,0
24798,0.2210828104,15670.4972220668,20.4,0
24799,0.0667659413,24177.3191432233,23.0,0
24800,0.0699125232,51509.8415211926,22.9,0
24801,0.04411182,15496.8370376754,23.9,0
24802,0.0555334912,54322.1377214897,23.4,0
24803,0.0319561887,33567.010580465,24.6,0
24804,0.063760979,72621.5520059291,23.1,0
24805,0.0099667824,24455.4236971161,27.13,0
24806,0.4576726672,48014.7942318725,18.82,0
24807,0.6615382752,55659.6267439295,18.02,0
24808,0.1108038821,29830.9404169331,21.9,0
24809,0.0040230458,29304.8081642198,29.1,0
24810,0.0319561887,25524.4312995859,24.6,0
24811,0.0291443905,84314.2172525305,24.8,0
24812,0.0160160338,94487.5827382856,26.1,0
24813,0.3051792326,84880.757593292,19.7,1
24814,0.2016299194,67216.1894074681,20.6,0
24815,0.1684825693,70971.3994574945,20.99,1
24816,0.1108038821,89280.6626110878,21.9,1
24817,0.0121494041,53116.8875940445,26.7,0
24818,0.1677084622,36738.780392705,21.0,0
24819,0.2412986969,52294.3873914654,20.21,1
24820,0.2111324448,65655.7126420057,20.5,0
24821,0.0667659413,53225.2504036894,23.0,0
24822,0.0188171989,72869.3272132787,25.75,0
24823,0.1332155667,13098.1476252615,21.5,0
24824,0.2180494405,51534.9527229684,20.43,1
24825,0.2914439045,56883.1826529169,19.8,0
24826,0.3225187565,8860.180920013,19.58,0
24827,0.0133215567,49238.7874046464,26.5,0
24828,0.096506147,41486.7255970262,22.2,0
24829,0.008405334,69674.539377069,27.5,0
24830,0.0160160338,35411.6920621749,26.1,0
24831,0.0050647146,42600.5745056215,28.6,0
24832,0.0076657557,51216.0528074569,27.7,0
24833,0.1058168859,116779.0387160034,22.0,1
24834,0.0157237082,29812.9659469325,26.14,0
24835,0.0152249185,66598.7835414935,26.21,0
24836,0.0155079709,62077.3434273481,26.17,0
24837,0.2180494405,51534.9529669109,20.43,1
24838,0.5656593584,120220.6673968981,18.36,1
24839,0.1925550782,59490.9775733933,20.7,0
24840,0.1272198785,33780.5622073064,21.6,1
24841,0.0506471459,19736.599052433,23.6,0
24842,0.3841978911,86927.6749487537,19.2,0
24843,0.0101054342,10988.8074821207,27.1,0
24844,0.1160259082,56099.0292674029,21.8,1
24845,0.046190746,38496.7772233682,23.8,0
24846,0.008405334,41437.4829673568,27.5,0
24847,0.0092162655,17059.8036091461,27.3,0
24848,0.0096506147,56026.0919409509,27.2,0
24849,0.0384197891,22772.2526522111,24.2,0
24850,0.0350392641,45692.917058979,24.4,0
24851,0.0175612318,41731.2172986034,25.9,0
24852,0.0291443905,49439.3653090717,24.8,0
24853,0.0116025908,43335.2191230335,26.8,0
24854,0.058150704,51085.6709801425,23.3,0
24855,0.0054771543,27121.7177950353,28.43,0
24856,0.1072889455,43295.8610327692,21.97,0
24857,0.0880146521,37446.1594198661,22.4,0
24858,0.0802703167,49652.4620427462,22.6,0
24859,0.0305179233,33193.3265626941,24.7,0
24860,0.0350392641,43427.3710347173,24.4,0
24861,0.2210828104,63723.2036902711,20.4,1
24862,0.1160259082,49791.944006635,21.8,1
24863,0.0118728499,61419.7591566005,26.75,0
24864,1.2958507267,101128.389862567,16.56,0
24865,0.5064714588,80805.2572219442,18.6,1
24866,0.1579628558,17213.4890731656,21.13,0
24867,0.5527833794,88002.3590658968,18.41,0
24868,0.0146067964,42320.683076684,26.3,0
24869,0.0278326768,23791.2461334555,24.9,0
24870,0.0152951935,34778.1833050844,26.2,0
24871,0.058150704,36471.4353493117,23.3,0
24872,0.0160160338,26056.7437466968,26.1,0
24873,0.1038855101,73406.1654105829,22.04,0
24874,0.5303407233,76201.3468820257,18.5,0
24875,0.0092162655,22043.507000601,27.3,0
24876,0.0350392641,37053.7659493402,24.4,0
24877,0.0411675457,78448.9427324626,24.05,0
24878,0.0076657557,43441.9470707962,27.7,0
24879,0.0555334912,23581.7348035312,23.4,0
24880,0.1838886721,83755.1222964526,20.8,0
24881,0.0550243571,35636.7799772461,23.42,0
24882,0.0066765941,56141.8160283457,28.0,0
24883,0.0211132445,12064.4800164857,25.5,0
24884,0.04411182,42553.3580467294,23.9,0
24885,0.040230458,61812.3883670028,24.1,0
24886,0.0110803882,83337.8966182134,26.9,0
24887,0.06259721,58637.5744826538,23.14,0
24888,0.035200998,52235.5829904922,24.39,0
24889,0.0114433973,27826.768488509,26.83,0
24890,0.5064714588,76201.3468920751,18.6,0
24891,0.3210369174,60920.7548018695,19.59,0
24892,1.0778416872,62886.2716710788,16.96,0
24893,0.0732073989,45268.0373005463,22.8,0
24894,0.2783267681,39642.7572218696,19.9,1
24895,0.022108281,64609.2660285245,25.4,0
24896,0.0350392641,12588.1915608027,24.4,0
24897,0.046190746,50027.666024786,23.8,0
24898,0.0384197891,68707.4636695,24.2,0
24899,0.0699125232,49869.8513189644,22.9,0
24900,0.1756123185,74826.5111629495,20.9,0
24901,0.0127219879,33101.1937493285,26.6,0
24902,0.2315021222,74125.6810735853,20.3,0
24903,0.0802703167,54061.1365999169,22.6,0
24904,0.02658,18297.9542931429,25.0,0
24905,0.2347226375,40344.3256979405,20.27,1
24906,0.2101623793,34343.0536627743,20.51,1
24907,0.0139493823,64136.3118985469,26.4,0
24908,0.022108281,37388.03108989,25.4,0
24909,0.0105816886,33353.436961533,27.0,0
24910,0.0183888672,16784.383984782,25.8,0
24911,0.0167708462,23962.2250229047,26.0,0
24912,0.0080270317,14328.8880791718,27.6,0
24913,0.2996090839,75064.4491523065,19.74,0
24914,0.046190746,44205.6670820622,23.8,0
24915,0.0291443905,61955.2650997962,24.8,0
24916,0.1272198785,51344.6132956864,21.6,0
24917,0.0253837029,39237.5910390898,25.1,0
24918,0.5761757511,35427.0886469884,18.32,1
24919,0.1756123185,35444.7399460319,20.9,0
24920,0.1460679643,35444.7399460319,21.3,0
24921,0.1108038821,38461.8309317723,21.9,0
24922,0.0802703167,52555.9162876704,22.6,0
24923,0.0506471459,39207.221485259,23.6,0
24924,0.040230458,34125.6143497901,24.1,0
24925,0.0042126461,12849.662067321,29.0,0
24926,0.0506471459,30872.8500256863,23.6,0
24927,0.04411182,39130.7998253339,23.9,0
24928,0.0483676488,21162.6541291723,23.7,0
24929,0.2304384666,50289.2409967416,20.31,0
24930,1.7561231848,74785.7510962546,15.9,0
24931,0.2016299194,61709.3381039191,20.6,1
24932,0.022108281,39797.9571431603,25.4,0
24933,0.0253837029,30471.7030820928,25.1,0
24934,0.02658,21225.6579927493,25.0,0
24935,0.0305179233,26842.5736250192,24.7,0
24936,0.0555334912,58230.2988638597,23.4,0
24937,0.1529519353,7879.3436738568,21.2,0
24938,0.0319561887,37887.3141965838,24.6,0
24939,0.0802703167,44688.1151569471,22.6,0
24940,0.2914439045,73082.7543090186,19.8,0
24941,0.0146067964,89403.122385562,26.3,0
24942,0.0101054342,38434.6854842515,27.1,0
24943,0.0065849878,68811.1234786818,28.03,0
24944,0.2783267681,76914.9460227186,19.9,0
24945,0.0175612318,25345.7739461156,25.9,0
24946,0.1058168859,28947.2582614312,22.0,0
24947,0.3503926411,19459.5463361313,19.4,0
24948,0.0305179233,42047.0867402806,24.7,0
24949,0.0006089126,56751.0170897491,24.4,0
24950,0.0350392641,26178.6833599832,24.4,0
24951,0.0930154254,104897.632875507,22.28,0
24952,0.160160338,58124.9119542185,21.1,0
24953,0.219055911,62204.3657853368,20.42,0
24954,0.8882904164,38080.6512635866,17.38,1
24955,0.4451998164,42401.1193841531,18.88,0
24956,0.2526707542,32992.5478827341,20.11,0
24957,0.2130860292,27810.2720344183,20.48,0
24958,0.1970402621,56340.4406052856,20.65,0
24959,0.365220357,43537.5535538941,19.31,0
24960,0.0513517179,31323.8972894934,23.57,0
24961,0.1838886721,98039.2594998931,20.8,0
24962,0.008405334,32690.2902446277,27.5,0
24963,0.0080270317,52840.9420678022,27.6,0
24964,0.0305179233,62880.4119478813,24.7,0
24965,0.0217047594,24415.3150758528,25.44,0
24966,0.3439972547,48782.8835902141,19.44,1
24967,0.3051792326,40833.3690764896,19.7,0
24968,0.1756123185,28019.2389132797,20.9,1
24969,0.0305179233,34078.6658039872,24.7,0
24970,0.022108281,30138.9808620123,25.4,0
24971,0.0334622374,21761.6781988279,24.5,0
24972,0.1010543415,44685.3319697797,22.1,0
24973,0.0530340723,29947.8499293355,23.5,0
24974,0.0305179233,19653.8404314735,24.7,0
24975,0.058150704,38482.353164227,23.3,0
24976,0.0121494041,84060.3025736532,26.7,0
24977,0.0802703167,38389.8515037293,22.6,0
24978,0.0127219879,21367.7086786268,26.6,0
24979,0.0058150704,34716.4057396195,28.3,0
24980,0.0133215567,74928.332441047,26.5,0
24981,0.0350392641,48763.0896488068,24.4,0
24982,0.0066765941,76614.0111713405,28.0,0
24983,0.1677084622,88761.7755806184,21.0,0
24984,0.0319561887,16956.9794372928,24.6,0
24985,0.1160259082,71392.837819689,21.8,0
24986,0.0667659413,86724.4168229886,23.0,0
24987,0.04411182,63641.2075835051,23.9,0
24988,0.0350392641,83223.1138687549,24.4,0
24989,0.0056047336,114573.6048803936,28.38,0
24990,0.3195618867,83288.2529625721,19.6,0
24991,0.4619074603,57026.3015639563,18.8,1
24992,0.0201629919,47560.2767012668,25.6,0
24993,0.0201629919,14010.3530084078,25.6,0
24994,0.096506147,34787.3640096038,22.2,0
24995,0.3346223745,51950.8517712268,19.5,0
24996,0.0080270317,17038.8066979446,27.6,0
24997,0.0506471459,45609.2118051563,23.6,0
24998,0.0608912622,55037.4124858697,23.2,0
24999,0.0073207399,28733.5041093014,27.8,0
25000,0.0201629919,32443.2784076998,25.6,0
25001,0.0167708462,102540.1489292459,26.0,0
25002,0.3824326621,23820.5636696124,19.21,0
25003,0.8027031673,62241.4049237078,17.6,0
25004,0.0766575574,47805.8315399222,22.7,0
25005,0.063760979,23586.6933388516,23.1,0
25006,0.0160160338,39014.2439532724,26.1,0
25007,0.0278326768,38709.3997192658,24.9,0
25008,0.0699125232,30108.2415534344,22.9,0
25009,0.0421264611,29726.49490813,24.0,0
25010,0.1401376972,54538.3481583488,21.39,0
25011,0.0105816886,92219.5649756239,27.0,0
25012,0.1058168859,38431.6040370679,22.0,0
25013,0.5477154309,85758.2861846818,18.43,0
25014,0.0066765941,61192.7571477672,28.0,0
25015,0.0802703167,18816.1772920174,22.6,0
25016,0.096506147,51725.3416778981,22.2,0
25017,0.0073207399,32720.4595884541,27.8,0
25018,0.0278326768,35898.7968401948,24.9,0
25019,0.4411182,82300.7355645492,18.9,0
25020,0.0766575574,45602.6056802928,22.7,0
25021,0.0699125232,81371.6060534536,22.9,0
25022,0.0048367649,49099.9297751626,28.7,0
25023,0.0053524791,59280.9377866787,28.48,0
25024,1.5651464359,71659.9719054659,16.15,0
25025,0.0305179233,55183.1451602494,24.7,0
25026,0.1108038821,52239.8459689495,21.9,0
25027,0.0555334912,48849.2561947064,23.4,0
25028,0.1925550782,69505.8307820039,20.7,0
25029,0.0766575574,86548.8532269834,22.7,0
25030,0.1332155667,94821.423726865,21.5,0
25031,0.0096506147,34243.7742006423,27.2,0
25032,1.5507970872,33556.6251511844,16.17,0
25033,0.0228325794,48883.4495039945,25.33,0
25034,1.5224918504,33556.6232485356,16.21,0
25035,0.4212646106,50007.4383172525,19.0,0
25036,0.1058168859,110614.6306530842,22.0,1
25037,0.096506147,64948.1369301475,22.2,0
25038,0.0608912622,14551.4404093352,23.2,0
25039,0.0667659413,32793.0804327033,23.0,0
25040,0.058150704,45764.489297993,23.3,0
25041,0.0291443905,21492.9043966924,24.8,0
25042,0.058150704,46243.2264006629,23.3,0
25043,0.0060333008,51113.0098925597,28.22,0
25044,0.0244655496,34596.6175333912,25.18,0
25045,0.0589596608,14547.5488245877,23.27,0
25046,0.5064714588,57618.8551075313,18.6,1
25047,0.0278326768,57634.6470234181,24.9,0
25048,0.2783267681,86434.0742953548,19.9,1
25049,0.058150704,32631.9986727811,23.3,0
25050,0.0278326768,27478.6804284949,24.9,0
25051,0.0880146521,33747.2976986102,22.4,0
25052,0.0291443905,32677.3444733377,24.8,0
25053,0.0766575574,50630.1004306508,22.7,0
25054,0.0160160338,110778.7373872427,26.1,0
25055,0.0051351718,68479.2051116022,28.57,0
25056,0.0060891262,88604.0374072752,28.2,0
25057,0.0318093633,48054.8568486215,24.61,0
25058,0.6089126221,81111.8092989488,18.2,1
25059,0.2874451443,52555.3388019666,19.83,0
25060,0.2412986969,41790.4937629636,20.21,0
25061,0.0183888672,75394.0838257412,25.8,0
25062,0.0421264611,61392.3996145291,24.0,0
25063,0.0152951935,24435.1911180246,26.2,0
25064,0.0035039264,10224.9119248799,29.4,0
25065,0.1272198785,64988.382776765,21.6,0
25066,0.0146067964,74655.8547756134,26.3,0
25067,0.4271249851,87695.7826685047,18.97,0
25068,0.0840533402,63392.5335932618,22.5,0
25069,0.0192555078,49691.0567694629,25.7,0
25070,0.0483676488,58704.1268875272,23.7,0
25071,0.022108281,32504.9410924057,25.4,0
25072,0.0121494041,38056.6295731516,26.7,0
25073,0.0063760979,82307.1212159785,28.1,0
25074,0.0167708462,69302.0138981407,26.0,0
25075,0.022108281,18997.9102387568,25.4,0
25076,0.0105816886,27227.574906083,27.0,0
25077,0.0391340663,73936.289955411,24.16,0
25078,0.0342416731,72981.7176892766,24.45,0
25079,0.0091739206,21707.747087348,27.31,0
25080,0.2424124811,41790.4914078846,20.2,0
25081,0.0667659413,10893.0578179952,23.0,0
25082,0.3051792326,77345.8227229302,19.7,0
25083,0.4330668855,42878.5821483595,18.94,0
25084,0.3080030213,71385.39242483,19.68,1
25085,0.2914439045,71378.4200533186,19.8,1
25086,0.1226182113,89919.3789364626,21.68,1
25087,0.4212646106,67428.2662937971,19.0,0
25088,0.0160160338,30465.0126068985,26.1,0
25089,0.0334622374,32550.6836282255,24.5,0
25090,0.1266353563,53881.3000283306,21.61,0
25091,0.3455850738,50232.3731399128,19.43,1
25092,0.1058168859,55634.4315394938,22.0,1
25093,0.0253837029,44697.3392608675,25.1,0
25094,0.0497227313,57735.7945341444,23.64,0
25095,0.0483676488,54315.3808676372,23.7,0
25096,0.0038419789,66536.9640668538,29.2,0
25097,0.1529519353,56631.476218725,21.2,0
25098,0.0373727432,70690.6201446184,24.26,0
25099,0.0144063837,61535.0227344624,26.33,0
25100,0.385971268,62732.6849610608,19.19,0
25101,0.1010543415,93283.3449237352,22.1,0
25102,0.4411182,20881.8443703698,18.9,0
25103,0.0152951935,38165.9065936204,26.2,0
25104,0.2315021222,15761.4328263077,20.3,0
25105,0.160160338,77430.9793299102,21.1,1
25106,0.0840533402,66509.5201695932,22.5,0
25107,0.1529519353,55505.9215315667,21.2,0
25108,0.0088014652,28294.4878700593,27.4,0
25109,0.0305179233,58838.5150122924,24.7,0
25110,0.0840533402,40731.3345970678,22.5,0
25111,0.0204434871,28335.5562819456,25.57,0
25112,0.2538370294,25244.6926218273,20.1,0
25113,0.0242412481,17303.7008777623,25.2,0
25114,0.1423491822,42963.8790566171,21.356,0
25115,0.0253837029,39324.3252140794,25.1,0
25116,0.0667659413,46168.521517611,23.0,0
25117,0.022108281,41127.892467286,25.4,0
25118,0.0211132445,32002.2373801297,25.5,0
25119,0.1756123185,67534.9272349762,20.9,0
25120,0.0066765941,32596.3483812626,28.0,0
25121,0.1838886721,17142.6126423828,20.8,0
25122,0.0291443905,69251.2815594344,24.8,0
25123,0.0319561887,25164.0431729701,24.6,0
25124,0.0880146521,60069.237770439,22.4,0
25125,0.0022623249,41936.7879701474,25.34,0
25126,0.0227276732,68678.5812182982,25.34,0
25127,0.0140784543,49622.4046940137,26.38,0
25128,0.0050414443,38081.5393524955,28.61,0
25129,0.2390864572,25244.6931523973,20.23,0
25130,2.9549829311,75911.7115970226,14.77,0
25131,0.2658,55082.2512714833,20.0,0
25132,0.4661814374,78884.2039674179,18.78,0
25133,0.0013949382,68949.9564131524,21.2,0
25134,0.1529519353,74362.784226516,21.2,0
25135,0.0443154309,46850.3860388062,23.89,0
25136,0.0127219879,59574.6582702268,26.6,0
25137,0.0555334912,61788.5222738443,23.4,0
25138,0.2914439045,67668.130023611,19.8,0
25139,0.022108281,28032.9794885937,25.4,0
25140,0.1756123185,18127.1094385071,20.9,0
25141,0.0201629919,60496.2690932452,25.6,0
25142,0.1332155667,59877.9579463517,21.5,0
25143,0.0010105434,65315.8110952559,24.0,0
25144,0.0421264611,52038.4686550549,24.0,0
25145,0.058150704,61643.1809364138,23.3,0
25146,0.0840533402,15805.5205383584,22.5,0
25147,0.0350392641,44461.9272768894,24.4,0
25148,0.0167708462,22697.1663757757,26.0,0
25149,0.4212646106,61871.6012566302,19.0,0
25150,0.4232090797,65790.9047815916,18.99,0
25151,0.1214940408,19371.1993114957,21.7,0
25152,0.1243240006,46411.2987114064,21.65,1
25153,0.0555334912,65524.9227292152,23.4,0
25154,0.0201629919,52452.1957626108,25.6,0
25155,0.0183888672,42903.5082550945,25.8,0
25156,0.0076657557,42355.2781280812,27.7,0
25157,0.0069591304,78068.3555249168,27.91,0
25158,0.1243240006,46411.2985376765,21.65,1
25159,0.5303407233,50802.225380415,18.5,1
25160,0.3503926411,39888.6530365091,19.4,0
25161,0.2783267681,63427.9394236705,19.9,0
25162,0.0291443905,28335.7064605622,24.8,0
25163,0.0167708462,66203.4531642257,26.0,0
25164,0.0105816886,32519.7241705956,27.0,0
25165,0.0880146521,52600.9954418935,22.4,0
25166,0.1460679643,73151.8833359419,21.3,0
25167,0.2210828104,65392.5794983157,20.4,1
25168,0.040230458,57882.7786715978,24.1,0
25169,0.0242412481,30520.560486923,25.2,0
25170,0.0201629919,32687.4204584028,25.6,0
25171,0.0152951935,55527.3465235765,26.2,0
25172,0.008405334,23822.3251013949,27.5,0
25173,0.0127219879,82223.4326725055,26.6,0
25174,0.0072536229,33413.6832025837,27.82,0
25175,0.0045767267,42508.270614973,28.82,0
25176,0.009830033,25637.0515629162,27.16,0
25177,0.7665755735,81137.1657035956,17.7,0
25178,0.2210828104,86703.7030003447,20.4,1
25179,0.1529519353,54925.6473327715,21.2,1
25180,0.0319561887,21127.2109507605,24.6,0
25181,0.0921626549,89673.9613367576,22.3,0
25182,0.3346223745,82787.3470932782,19.5,0
25183,0.0127219879,49631.0917391388,26.6,0
25184,0.3841978911,117294.3105817464,19.2,0
25185,0.0483676488,17504.649901843,23.7,0
25186,0.0921626549,25737.6378030585,22.3,0
25187,0.0139493823,64658.1873813937,26.4,0
25188,0.2007035141,53418.4159800798,20.61,0
25189,0.0708851033,127112.1853012376,22.87,0
25190,0.67383719,26677.3931289635,17.98,0
25191,0.3841978911,37903.6456028568,19.2,0
25192,0.4411182,69044.6280383204,18.9,0
25193,0.0506471459,21122.4955460143,23.6,0
25194,0.046190746,13811.7005255239,23.8,0
25195,0.0343997255,23917.0091500236,24.44,0
25196,0.058150704,42822.0793338242,23.3,0
25197,0.022108281,61793.6019363688,25.4,0
25198,0.0921626549,77411.8846119168,22.3,0
25199,0.0211132445,67193.5627303733,25.5,0
25200,0.0121494041,66893.4997579573,26.7,0
25201,0.6676594135,27118.4731910794,18.0,1
25202,0.0088014652,27118.4731910794,27.4,0
25203,0.2538370294,98342.4942350834,20.1,0
25204,0.0251509837,55294.7366700713,25.12,0
25205,0.0384197891,46013.9053940291,24.2,0
25206,0.1756123185,45275.7622138582,20.9,0
25207,0.02658,38438.9605481652,25.0,0
25208,0.0231502122,62932.8113296402,25.3,0
25209,0.0350392641,18398.2000483479,24.4,0
25210,0.0608912622,67199.9395253062,23.2,0
25211,0.1123453177,95415.3717891048,21.87,1
25212,3.4399725466,103209.9429597588,14.44,1
25213,0.1677084622,107152.8808994338,21.0,0
25214,0.1460679643,53679.5549644648,21.3,0
25215,0.1058168859,60815.0906336765,22.0,0
25216,0.0483676488,35840.1355463805,23.7,0
25217,0.1010543415,68651.7098423389,22.1,0
25218,0.7023522477,88674.5272631569,17.89,0
25219,0.1756123185,28901.9622855253,20.9,0
25220,0.1326034968,57870.7165106791,21.51,0
25221,0.0366906138,41505.2916945548,24.3,0
25222,0.1838886721,61733.3733700765,20.8,0
25223,0.1160259082,13805.6832272155,21.8,1
25224,0.046190746,68562.9166325296,23.8,0
25225,0.0231502122,47059.1293358405,25.3,0
25226,0.0116025908,22012.7716404939,26.8,0
25227,0.008405334,68728.6301479549,27.5,0
25228,0.0132603497,34632.5754849607,26.51,0
25229,0.0179702855,58517.8535970022,25.85,0
25230,0.0192555078,65635.2946208974,25.7,0
25231,0.0555334912,68489.7474132968,23.4,0
25232,0.0555334912,38225.2371300644,23.4,0
25233,0.2210828104,77869.5977867296,20.4,0
25234,0.0366906138,90161.8967904912,24.3,0
25235,0.0384197891,65257.1788188539,24.2,0
25236,0.058150704,35338.0450132202,23.3,0
25237,0.0056827032,71748.0695468498,28.35,0
25238,0.0597798714,36113.9683800258,23.24,0
25239,0.0131994239,59956.4335929134,26.52,0
25240,0.5553349116,35645.0536719241,18.4,0
25241,0.1970402621,69345.1976333868,20.65,0
25242,0.2210828104,53803.5441287627,20.4,0
25243,0.0278326768,14507.5427957564,24.9,0
25244,0.0160160338,16127.1752854833,26.1,0
25245,0.1332155667,49445.7860086373,21.5,0
25246,0.1677084622,107142.0430264711,21.0,0
25247,0.2210828104,79729.105929592,20.4,0
25248,0.0667659413,17817.6020179987,23.0,0
25249,0.1272198785,52009.6013968565,21.6,1
25250,0.063760979,29704.0104558843,23.1,0
25251,0.0384197891,32289.6898272576,24.2,0
25252,0.0260948603,36328.9165610036,25.04,0
25253,1.1982708007,46052.6505431713,16.73,0
25254,3.4084346887,84674.8874438262,14.46,0
25255,0.2210828104,27429.8481583588,20.4,0
25256,0.204434871,18396.6579638573,20.57,0
25257,0.2016299194,114991.9552305108,20.6,1
25258,0.1160259082,78483.2589610805,21.8,0
25259,0.0305179233,57185.9339706022,24.7,0
25260,0.0110803882,20918.0381357599,26.9,0
25261,0.0305179233,37572.8411081351,24.7,0
25262,0.2111324448,14521.3124762856,20.5,0
25263,0.063760979,89792.3766239201,23.1,0
25264,0.0917392059,62313.9968128824,22.31,0
25265,0.0088014652,18821.2471729988,27.4,0
25266,0.1209358264,44651.5750312337,21.71,0
25267,0.1961349444,56402.4081100619,20.66,0
25268,0.0120935826,59612.0129513928,26.71,0
25269,0.3754524794,44110.1363451826,19.25,1
25270,0.0291443905,48596.942932299,24.8,0
25271,0.0253837029,21817.5437841252,25.1,0
25272,0.04411182,39297.7115034286,23.9,0
25273,0.0880146521,41040.1740150986,22.4,0
25274,0.1529519353,27597.4450382917,21.2,0
25275,0.0167708462,23497.1385495948,26.0,0
25276,0.0506471459,42798.9313174925,23.6,0
25277,0.0608912622,75742.7516159893,23.2,0
25278,0.0291443905,65475.9530227264,24.8,0
25279,0.0127219879,18721.0980752734,26.6,0
25280,0.3669061375,78984.6922461661,19.3,0
25281,0.0182202771,78047.939742669,25.82,0
25282,0.0056827032,21979.7060792329,28.35,0
25283,0.2315021222,37179.5607889718,20.3,1
25284,0.2016299194,63711.8821296637,20.6,1
25285,0.0384197891,64580.225624226,24.2,0
25286,0.0078660187,41691.315067582,27.644,0
25287,0.0667659413,47038.1824844014,23.0,0
25288,0.0133215567,102601.8310229554,26.5,0
25289,0.0667659413,20994.9706072436,23.0,0
25290,0.2016299194,46576.1138487491,20.6,0
25291,0.0079168967,52728.016769626,27.63,0
25292,0.0101054342,18119.8685825166,27.1,0
25293,0.046190746,16037.1374409073,23.8,0
25294,0.4212646106,93669.6427524234,19.0,0
25295,0.0024241248,39746.2749998465,30.2,0
25296,0.058150704,19038.0450403306,23.3,0
25297,0.0506471459,34389.5635835173,23.6,0
25298,0.058150704,13494.4149086682,23.3,0
25299,0.1108038821,12568.338818149,21.9,0
25300,0.0055533491,42435.8266934826,28.4,0
25301,0.0421264611,83178.6800897614,24.0,0
25302,0.0366906138,56684.5256926084,24.3,0
25303,0.0146067964,62816.0722267421,26.3,0
25304,0.0334622374,57152.0457624017,24.5,0
25305,0.0074568426,69015.0762658904,27.76,0
25306,0.2526707542,61565.0646081366,20.11,1
25307,0.0608912622,71433.5385855679,23.2,0
25308,0.0068953287,14913.9604849075,27.93,0
25309,0.0183888672,28062.9624622778,25.8,0
25310,0.2658,24271.0977948013,20.0,1
25311,0.0699125232,45282.2995902514,22.9,0
25312,0.0305179233,35905.5988826478,24.7,0
25313,0.0506471459,62183.5379407321,23.6,0
25314,0.0105816886,44306.2913557504,27.0,0
25315,0.0088014652,52219.1871326603,27.4,0
25316,0.0058150704,15218.4715516983,28.3,0
25317,0.2914439045,117573.3220732618,19.8,1
25318,0.0116025908,13084.3713222514,26.8,0
25319,0.0058150704,31796.5153833882,28.3,0
25320,0.0110803882,27642.4928461709,26.9,0
25321,0.100590039,65304.6809229637,22.11,0
25322,0.0319561887,19450.0054745545,24.6,0
25323,0.4493191996,121003.1643770248,18.86,0
25324,0.0101054342,60586.8305996552,27.1,0
25325,0.0139493823,42393.2052188077,26.4,0
25326,0.0291443905,43169.1413507831,24.8,0
25327,0.2658,58227.2434065805,20.0,0
25328,0.1394938229,70853.1516244062,21.4,0
25329,0.0319561887,53001.8086804657,24.6,0
25330,0.0228325794,65547.1575321926,25.33,0
25331,0.0253837029,23239.8909138181,25.1,0
25332,0.0211132445,10691.6144048628,25.5,0
25333,0.160160338,17327.9095705971,21.1,0
25334,0.0319561887,37184.6299825807,24.6,0
25335,0.1160259082,35839.1006832629,21.8,0
25336,0.1756123185,53107.1063319103,20.9,0
25337,0.1214940408,35275.472187624,21.7,0
25338,0.0766575574,25029.350311971,22.7,0
25339,0.0167708462,25631.1327876442,26.0,0
25340,0.0160160338,58948.1247781782,26.1,0
25341,0.1350687798,99009.4048315909,21.47,0
25342,0.010012787,21364.9825692313,27.12,0
25343,0.2954982931,110749.5145880525,19.77,1
25344,0.1899131235,110749.5145880525,20.73,1
25345,0.046190746,11888.6614422462,23.8,0
25346,0.0399535135,94874.0171711256,24.115,0
25347,0.096506147,43847.8476734736,22.2,0
25348,0.1108038821,40604.4259047184,21.9,1
25349,0.1677084622,85029.4697991185,21.0,0
25350,0.0211132445,75945.4920511078,25.5,0
25351,0.0278326768,21655.8271467865,24.9,0
25352,0.0802703167,32145.3763342452,22.6,0
25353,0.0152951935,57678.534152861,26.2,0
25354,0.0116025908,25472.0693154656,26.8,0
25355,0.0022108281,74899.0801985976,29.2,0
25356,0.0038419789,45780.6077339299,29.2,0
25357,0.0053034072,90830.3147659393,28.5,0
25358,0.1748054532,26252.0395274865,20.91,0
25359,2.091967709,87459.3512036978,15.52,0
25360,2.3043846658,33149.0740952889,15.31,1
25361,0.2503542548,51253.7923656058,20.13,1
25362,0.1272198785,8483.7863255382,21.6,0
25363,0.02658,29318.0996914543,25.0,0
25364,0.0483676488,17855.1942317389,23.7,0
25365,0.1295850727,44288.3187794369,21.56,0
25366,0.040230458,20559.7445470344,24.1,0
25367,0.1332155667,65140.5948107904,21.5,0
